abs_delta,delta,head,layer
0.039863578116978826,-0.039863578116978826,3,16
0.03665970802332141,-0.03665970802332141,12,11
0.03249684391747554,-0.03249684391747554,8,11
0.03175958499617093,-0.03175958499617093,9,11
0.030079252077477192,-0.030079252077477192,8,9
0.029776267773021337,-0.029776267773021337,13,9
0.028803762784963216,-0.028803762784963216,2,13
0.027874893626628094,-0.027874893626628094,12,16
0.027240665934530006,-0.027240665934530006,0,3
0.026188993081204703,-0.026188993081204703,10,9
0.026124017669970523,-0.026124017669970523,13,13
0.022247754808037534,-0.022247754808037534,10,11
0.021986714804452023,-0.021986714804452023,7,16
0.021470607401956276,-0.021470607401956276,2,16
0.01935332912120513,-0.01935332912120513,8,10
0.019251276498976844,-0.019251276498976844,12,9
0.019014722829193365,-0.019014722829193365,2,5
0.017688603794634827,-0.017688603794634827,9,14
0.017115461689259148,0.017115461689259148,6,21
0.017005723653533367,-0.017005723653533367,6,13
0.0157094130284382,-0.0157094130284382,3,18
0.015459333995395452,-0.015459333995395452,1,11
0.014888576974240952,-0.014888576974240952,0,16
0.014830118238321921,0.014830118238321921,7,5
0.014669595046452821,-0.014669595046452821,7,7
