abs_delta,delta,head,layer
0.046309161255555065,-0.046309161255555065,3,16
0.041427108324309514,-0.041427108324309514,12,11
0.03733593479416286,-0.03733593479416286,9,11
0.03680509927587028,-0.03680509927587028,8,11
0.03510773447110738,-0.03510773447110738,8,9
0.03337121535124532,-0.03337121535124532,2,13
0.03234844294667005,-0.03234844294667005,13,9
0.031139635507466568,-0.031139635507466568,12,16
0.029865210495342742,-0.029865210495342742,10,9
0.029085433959546325,-0.029085433959546325,0,3
0.028270267732403487,-0.028270267732403487,13,13
0.02480232480165301,-0.02480232480165301,10,11
0.023579136171543613,-0.023579136171543613,7,16
0.02225409151052854,-0.02225409151052854,2,16
0.021463235710753314,-0.021463235710753314,8,10
0.021411674923123902,0.021411674923123902,6,21
0.020452800463334864,-0.020452800463334864,12,9
0.019574228799935645,-0.019574228799935645,2,5
0.01799767208273073,-0.01799767208273073,6,13
0.017680692599997272,-0.017680692599997272,3,18
0.017384593707359175,-0.017384593707359175,9,14
0.017196156296747533,0.017196156296747533,8,16
0.01688889886875866,0.01688889886875866,5,16
0.016833323602690076,-0.016833323602690076,1,11
0.016717717835119328,0.016717717835119328,7,5
