abs_delta,delta,head,layer
0.0657542469057304,-0.0657542469057304,29,25
0.06241431762239613,-0.06241431762239613,17,26
0.05927762408415743,-0.05927762408415743,28,19
0.058564469092823424,-0.058564469092823424,31,26
0.05779120105953195,0.05779120105953195,0,17
0.056520946680094664,0.056520946680094664,11,6
0.05422665370433821,-0.05422665370433821,11,28
0.05399749731910486,0.05399749731910486,1,8
0.053248283656692375,-0.053248283656692375,24,5
0.053094658496403935,-0.053094658496403935,1,38
0.05305018935992262,0.05305018935992262,1,15
0.05177203101240824,0.05177203101240824,8,10
0.05113203855342202,-0.05113203855342202,5,23
0.05097108235798031,0.05097108235798031,12,7
0.05094786142025193,-0.05094786142025193,28,18
0.050322676323747206,-0.050322676323747206,26,33
0.05017893350485603,-0.05017893350485603,2,35
0.04982755870864586,0.04982755870864586,12,16
0.04934295381426679,0.04934295381426679,28,3
0.048704815931057965,-0.048704815931057965,18,26
0.048490643022972846,-0.048490643022972846,25,16
0.04775194347774403,0.04775194347774403,30,3
0.047636618474383385,0.047636618474383385,20,22
0.04746043000257377,0.04746043000257377,18,14
0.04703848362637958,-0.04703848362637958,27,16
