abs_delta,delta,head,layer
0.00041286653204108243,0.00041286653204108243,10,3
0.00035094964933450774,0.00035094964933450774,3,2
0.0003330743271299356,0.0003330743271299356,0,2
0.0003101653684445514,0.0003101653684445514,11,1
0.00025808553662449475,-0.00025808553662449475,2,1
0.00024014516159217084,0.00024014516159217084,6,1
0.00021159354679537427,0.00021159354679537427,15,1
0.00020063483479684785,0.00020063483479684785,3,22
0.0001966964907762483,0.0001966964907762483,1,2
0.00019349132542272355,-0.00019349132542272355,22,0
0.00019014227819498086,-0.00019014227819498086,19,0
0.0001892880141804304,-0.0001892880141804304,21,3
0.00018899709367032128,0.00018899709367032128,14,1
0.0001772912675633803,-0.0001772912675633803,25,0
0.00017504005343518055,-0.00017504005343518055,24,24
0.00017059843437735342,0.00017059843437735342,6,0
0.00014106123843397964,0.00014106123843397964,23,1
0.00014085822266014878,-0.00014085822266014878,9,3
0.0001308090180054775,-0.0001308090180054775,27,0
0.00013012186852343267,-0.00013012186852343267,21,20
0.0001277205836066799,-0.0001277205836066799,21,2
0.00012102293912818899,-0.00012102293912818899,22,3
0.00011802843915737719,-0.00011802843915737719,12,3
0.0001148535537941254,-0.0001148535537941254,26,3
0.00011253567384372082,-0.00011253567384372082,11,3
