abs_delta,delta,head,layer
0.02329693459813742,-0.02329693459813742,4,23
0.020813131636997273,-0.020813131636997273,14,16
0.019892349287123356,-0.019892349287123356,4,16
0.018868808114293256,-0.018868808114293256,3,23
0.01762044695957754,-0.01762044695957754,23,24
0.017350945619132863,-0.017350945619132863,5,20
0.01726651248477762,0.01726651248477762,25,8
0.01696678272661567,0.01696678272661567,2,21
0.016797106921603633,-0.016797106921603633,17,22
0.016155059135472438,-0.016155059135472438,19,12
0.016088715706206624,-0.016088715706206624,22,13
0.015929261798365735,0.015929261798365735,13,23
0.015442820763892529,-0.015442820763892529,4,20
0.015382836134314681,-0.015382836134314681,10,11
0.015296429387022248,-0.015296429387022248,7,22
0.01526957504563764,-0.01526957504563764,21,9
0.015210737760473991,-0.015210737760473991,10,25
0.01520455935137055,-0.01520455935137055,3,24
0.015137707449833337,0.015137707449833337,13,21
0.014567886116404971,-0.014567886116404971,24,26
0.014537911577438,-0.014537911577438,4,22
0.014496849366527509,-0.014496849366527509,19,14
0.014396666694739713,0.014396666694739713,18,23
0.014393486934048794,-0.014393486934048794,22,19
0.014303203988019875,-0.014303203988019875,26,13
