abs_delta,delta,head,layer
0.059530875414871315,0.059530875414871315,20,29
0.04943505536638232,-0.04943505536638232,25,29
0.04657043920535786,0.04657043920535786,6,31
0.036919792036564036,0.036919792036564036,16,29
0.034912297513924134,-0.034912297513924134,17,29
0.03459032167293874,0.03459032167293874,22,29
0.025630173897751907,0.025630173897751907,10,29
0.023308890530763293,0.023308890530763293,15,30
0.022786334416671106,0.022786334416671106,5,29
0.02263184744276503,0.02263184744276503,31,29
0.020911208736813736,-0.020911208736813736,18,29
0.019800397253524504,0.019800397253524504,14,29
0.018888453659955506,-0.018888453659955506,15,29
0.018469807416723494,0.018469807416723494,25,30
0.01655674591486217,0.01655674591486217,26,29
0.016356789097625613,-0.016356789097625613,21,29
0.015385883403451817,-0.015385883403451817,11,30
0.014810666958011726,0.014810666958011726,19,30
0.014808504753773322,-0.014808504753773322,6,29
0.013878475019384218,-0.013878475019384218,29,31
0.013573804994424232,-0.013573804994424232,8,19
0.013454243125971321,-0.013454243125971321,9,31
0.013363535515746178,-0.013363535515746178,22,30
0.013268873779571533,0.013268873779571533,28,30
0.012397572208867016,-0.012397572208867016,3,30
