abs_delta,delta,head,layer
0.06312209340803629,0.06312209340803629,20,29
0.05975911754178026,0.05975911754178026,6,31
0.050469022767144434,-0.050469022767144434,25,29
0.04469678920263434,-0.04469678920263434,17,29
0.03238738743185299,0.03238738743185299,16,29
0.029962163564057342,0.029962163564057342,22,29
0.026206507699139292,0.026206507699139292,15,30
0.025402849102011515,0.025402849102011515,10,29
0.025241293124636688,-0.025241293124636688,15,29
0.024306729015899697,0.024306729015899697,25,30
0.0240791196746436,0.0240791196746436,5,29
0.024046644957801483,-0.024046644957801483,18,29
0.022993534925388304,0.022993534925388304,31,29
0.02172105465720961,-0.02172105465720961,29,31
0.01991402953579935,-0.01991402953579935,22,30
0.01917644299043897,-0.01917644299043897,6,29
0.018483511843876532,0.018483511843876532,1,31
0.018400592158238138,-0.018400592158238138,11,30
0.017677017033797288,-0.017677017033797288,24,21
0.01765056249211755,-0.01765056249211755,24,30
0.01760327658436278,-0.01760327658436278,5,30
0.017437947239095003,-0.017437947239095003,8,19
0.017287369607620784,-0.017287369607620784,3,30
0.01721357029563153,0.01721357029563153,28,30
0.017039058347455893,-0.017039058347455893,21,29
