abs_delta,delta,head,layer
0.024841699846188003,0.024841699846188003,6,35
0.023237386139525196,0.023237386139525196,30,28
0.022215653760299436,0.022215653760299436,21,31
0.020428825887640112,0.020428825887640112,28,8
0.019893721649532736,-0.019893721649532736,0,27
0.01965270183854062,0.01965270183854062,6,15
0.019584538463911783,0.019584538463911783,22,38
0.01853237806578603,0.01853237806578603,4,19
0.018197599988763247,0.018197599988763247,9,38
0.01802823586051505,0.01802823586051505,18,26
0.01791776886275559,0.01791776886275559,22,32
0.01790381953154707,0.01790381953154707,0,37
0.017773026720778184,0.017773026720778184,0,24
0.01708122723325961,0.01708122723325961,30,18
0.016815624033006293,0.016815624033006293,3,8
0.016696127134813277,0.016696127134813277,20,31
0.016536770783133425,0.016536770783133425,6,23
0.01644388361056004,0.01644388361056004,29,12
0.016232289781092646,0.016232289781092646,13,31
0.015948849100873075,0.015948849100873075,16,11
0.015895857276577774,0.015895857276577774,16,25
0.01574679410308799,0.01574679410308799,22,18
0.015655313269616722,0.015655313269616722,31,23
0.015616433734100488,0.015616433734100488,30,33
0.015553780714509968,0.015553780714509968,10,31
