abs_delta,delta,head,layer
0.02436547812036227,0.02436547812036227,0,18
0.023729681518357026,0.023729681518357026,6,21
0.02328472728744113,0.02328472728744113,3,16
0.021467012717740097,0.021467012717740097,6,16
0.020986812395065058,0.020986812395065058,8,21
0.019401536053902685,0.019401536053902685,7,16
0.019096950479081887,0.019096950479081887,12,20
0.016402350074203986,0.016402350074203986,1,18
0.015759996868347836,0.015759996868347836,2,16
0.014384098216527641,0.014384098216527641,10,21
0.013670894162806535,-0.013670894162806535,5,18
0.013599863982768134,-0.013599863982768134,1,20
0.012939350649472325,0.012939350649472325,2,19
0.01274966478790962,0.01274966478790962,3,20
0.012690613265088135,-0.012690613265088135,3,14
0.012605280429258847,0.012605280429258847,6,19
0.012573190034776097,0.012573190034776097,0,16
0.012567232729770117,0.012567232729770117,9,17
0.011788103973192854,0.011788103973192854,11,19
0.011273687803796062,0.011273687803796062,13,16
0.011244928778922691,0.011244928778922691,7,19
0.011082109804811613,0.011082109804811613,13,5
0.011005256818897302,0.011005256818897302,10,17
0.010920743787289355,-0.010920743787289355,11,20
0.010685430697030318,-0.010685430697030318,10,18
