abs_delta,delta,head,layer
0.003189365739252173,-0.003189365739252173,0,0
0.0020008476309572587,-0.0020008476309572587,9,0
0.00142605798782202,-0.00142605798782202,4,0
0.0011091454849104405,-0.0011091454849104405,2,0
0.0005070849725403344,-0.0005070849725403344,7,0
0.00028583415172735247,-0.00028583415172735247,5,0
0.00023169733639507618,-0.00023169733639507618,11,0
0.00016050475930772228,-0.00016050475930772228,8,0
7.695754425107216e-05,-7.695754425107216e-05,10,0
1.799513406581002e-08,1.799513406581002e-08,6,0
nan,nan,8,18
nan,nan,1,19
nan,nan,2,19
nan,nan,0,19
nan,nan,11,18
nan,nan,10,18
nan,nan,9,18
nan,nan,7,18
nan,nan,2,18
nan,nan,5,18
nan,nan,4,18
nan,nan,3,18
nan,nan,3,19
nan,nan,1,18
nan,nan,0,18
