abs_delta,delta,head,layer
0.02457633355630262,-0.02457633355630262,4,23
0.022555938058475444,-0.022555938058475444,3,23
0.022217895120001607,0.022217895120001607,2,21
0.021998840736595138,-0.021998840736595138,4,9
0.019122299198904902,0.019122299198904902,9,22
0.019078002518754633,0.019078002518754633,18,14
0.019009702840471654,-0.019009702840471654,24,9
0.018692511333959605,0.018692511333959605,17,20
0.018385829831041978,0.018385829831041978,17,14
0.018379883706985067,0.018379883706985067,2,22
0.01829355754018791,-0.01829355754018791,14,12
0.01793494689755326,0.01793494689755326,1,22
0.017848624501909494,0.017848624501909494,21,19
0.017816377364523017,-0.017816377364523017,26,9
0.017377738822489497,0.017377738822489497,24,4
0.01735061516468256,-0.01735061516468256,17,16
0.017337606354042245,-0.017337606354042245,10,11
0.017040527714946463,-0.017040527714946463,17,22
0.017027036236484383,0.017027036236484383,14,19
0.016703621626038778,-0.016703621626038778,23,7
0.01667835163633996,-0.01667835163633996,4,16
0.01663208949302819,0.01663208949302819,23,25
0.016547856562090457,-0.016547856562090457,4,22
0.016512737979595404,0.016512737979595404,10,21
0.016508259112826607,0.016508259112826607,16,20
