abs_delta,delta,head,layer
0.0030357790750061564,-0.0030357790750061564,0,0
0.0009561432413134063,-0.0009561432413134063,2,0
0.0008546487926477525,-0.0008546487926477525,4,0
0.000805094184930532,-0.000805094184930532,9,0
0.0003625774089554938,-0.0003625774089554938,7,0
0.000275543535719556,-0.000275543535719556,5,0
9.597305074516069e-05,-9.597305074516069e-05,10,0
9.347223488223024e-05,-9.347223488223024e-05,11,0
1.787650697353607e-05,-1.787650697353607e-05,8,0
6.616924223849051e-09,6.616924223849051e-09,6,0
nan,nan,1,19
nan,nan,2,19
nan,nan,0,19
nan,nan,11,18
nan,nan,10,18
nan,nan,9,18
nan,nan,8,18
nan,nan,7,18
nan,nan,2,18
nan,nan,5,18
nan,nan,4,18
nan,nan,3,18
nan,nan,3,19
nan,nan,1,18
nan,nan,0,18
