abs_delta,delta,head,layer
0.03804600825948751,-0.03804600825948751,27,31
0.0352434978551005,-0.0352434978551005,27,15
0.034031004274882704,-0.034031004274882704,14,31
0.03360922742123362,-0.03360922742123362,17,20
0.02589112312309505,-0.02589112312309505,17,15
0.024513181843114684,-0.024513181843114684,24,16
0.023917676398714893,-0.023917676398714893,4,19
0.023872783511505458,-0.023872783511505458,6,31
0.02336164908182936,-0.02336164908182936,12,16
0.022292467157300377,-0.022292467157300377,19,31
0.021975272707544014,-0.021975272707544014,22,16
0.02180884106170633,-0.02180884106170633,17,31
0.021435728158967993,0.021435728158967993,11,25
0.021371273865476215,-0.021371273865476215,9,19
0.021363240520054838,-0.021363240520054838,29,30
0.021186189494544205,-0.021186189494544205,11,15
0.020389590198147123,0.020389590198147123,9,7
0.020362595929753813,-0.020362595929753813,23,11
0.02025794128175651,-0.02025794128175651,14,29
0.01946068435126025,-0.01946068435126025,18,31
0.01922928821052655,0.01922928821052655,13,27
0.019040721681666428,-0.019040721681666428,20,31
0.019010045299465372,-0.019010045299465372,21,15
0.018920735179606518,-0.018920735179606518,19,29
0.018403527464242397,-0.018403527464242397,17,16
