abs_delta,delta,head,layer
0.041151922299287935,-0.041151922299287935,0,20
0.036590986753309296,-0.036590986753309296,31,31
0.03629912901410082,-0.03629912901410082,26,27
0.03475346244016078,0.03475346244016078,6,24
0.034403465171813474,0.034403465171813474,16,24
0.03255503086282269,-0.03255503086282269,0,24
0.03192711680314042,0.03192711680314042,24,30
0.030750174980903044,-0.030750174980903044,10,31
0.02536348507251751,-0.02536348507251751,5,31
0.024473149867819288,-0.024473149867819288,4,23
0.0242815268130136,0.0242815268130136,5,24
0.023973598652124672,0.023973598652124672,10,23
0.023898251950335125,-0.023898251950335125,30,31
0.02343706468474438,0.02343706468474438,29,24
0.022148743249605918,-0.022148743249605918,21,22
0.022110291061594234,-0.022110291061594234,19,31
0.021843794030159458,-0.021843794030159458,0,31
0.021812341513587574,0.021812341513587574,26,28
0.02165692045647974,-0.02165692045647974,25,26
0.021506979734001175,0.021506979734001175,8,25
0.021466533381643782,-0.021466533381643782,24,26
0.021404305684197822,-0.021404305684197822,12,31
0.021210620076030473,-0.021210620076030473,6,31
0.020808461991944305,-0.020808461991944305,13,31
0.020481271038242155,-0.020481271038242155,23,24
