abs_delta,delta,head,layer
0.022865484583447546,-0.022865484583447546,31,23
0.018737219767263766,0.018737219767263766,7,30
0.018672362140744754,-0.018672362140744754,10,30
0.017887358637581105,0.017887358637581105,31,26
0.01624128955149512,0.01624128955149512,19,25
0.015776384141710065,0.015776384141710065,4,27
0.014076379697922373,0.014076379697922373,31,27
0.013926966260051174,0.013926966260051174,24,27
0.011212369238424023,0.011212369238424023,30,28
0.009292853952151292,0.009292853952151292,19,24
0.008616227267081264,0.008616227267081264,26,28
0.007464375635336716,0.007464375635336716,16,24
0.007209412180192288,0.007209412180192288,22,29
0.006280596102887434,-0.006280596102887434,22,10
0.005815921471132874,0.005815921471132874,19,26
0.005804976970828768,0.005804976970828768,28,24
0.005745449846948102,0.005745449846948102,10,18
0.005625580347072313,0.005625580347072313,23,24
0.00547426413374337,0.00547426413374337,8,24
0.005370796605160363,-0.005370796605160363,21,0
0.005357546443827674,0.005357546443827674,16,26
0.005345021744220576,0.005345021744220576,21,26
0.005250763474849231,0.005250763474849231,7,20
0.00519441983853167,0.00519441983853167,16,27
0.005068469633135876,0.005068469633135876,3,28
