abs_delta,delta,head,layer
0.031495327123866934,-0.031495327123866934,27,31
0.0290404876769762,-0.0290404876769762,14,31
0.026564682902773473,-0.026564682902773473,17,20
0.02629253623515848,-0.02629253623515848,27,15
0.022156482919975073,-0.022156482919975073,4,19
0.021575767777724963,0.021575767777724963,11,25
0.021386285176437925,0.021386285176437925,9,7
0.020585323880708217,-0.020585323880708217,15,18
0.019470315717822206,0.019470315717822206,28,22
0.019413224470760604,0.019413224470760604,13,27
0.018544150150890948,0.018544150150890948,9,25
0.018513877658825284,0.018513877658825284,13,24
0.018337523648145837,0.018337523648145837,15,8
0.01791856665221986,-0.01791856665221986,29,30
0.01750147293512927,0.01750147293512927,10,13
0.01721874785808719,0.01721874785808719,8,7
0.01715953698177708,0.01715953698177708,23,27
0.016904666391103107,-0.016904666391103107,6,31
0.016870821136355185,0.016870821136355185,7,24
0.016847171312894704,-0.016847171312894704,19,31
0.01680823749916166,0.01680823749916166,26,20
0.01671168101024345,-0.01671168101024345,17,31
0.01669756301587716,-0.01669756301587716,17,15
0.01631786437988708,0.01631786437988708,27,20
0.016249054754542747,-0.016249054754542747,23,11
