abs_delta,delta,head,layer
0.046005670973713775,-0.046005670973713775,3,16
0.04129836537511744,-0.04129836537511744,12,11
0.037180561933963796,-0.037180561933963796,9,11
0.03666808858577275,-0.03666808858577275,8,11
0.03508384437049805,-0.03508384437049805,8,9
0.033341990837756574,-0.033341990837756574,2,13
0.03223612104986129,-0.03223612104986129,13,9
0.030657311954279343,-0.030657311954279343,12,16
0.0298615527003262,-0.0298615527003262,10,9
0.029153184836921697,-0.029153184836921697,0,3
0.027969778311397686,-0.027969778311397686,13,13
0.02478021714511791,-0.02478021714511791,10,11
0.023267201679447846,-0.023267201679447846,7,16
0.022165512626903194,-0.022165512626903194,2,16
0.02142205831708177,0.02142205831708177,6,21
0.021353346127617967,-0.021353346127617967,8,10
0.02034967418550304,-0.02034967418550304,12,9
0.01895124589470487,-0.01895124589470487,2,5
0.017865226626996633,-0.017865226626996633,6,13
0.01765624461678239,-0.01765624461678239,3,18
0.017251567847509808,0.017251567847509808,8,16
0.017243715944339877,-0.017243715944339877,9,14
0.017082339396735313,0.017082339396735313,7,5
0.016898456687277297,0.016898456687277297,5,16
0.01685797191480365,-0.01685797191480365,1,11
