abs_delta,delta,head,layer
0.0401707783994536,-0.0401707783994536,10,31
0.036752773066102806,-0.036752773066102806,24,31
0.036681891487893026,-0.036681891487893026,29,31
0.036102973707302866,0.036102973707302866,28,24
0.03573380366420886,-0.03573380366420886,4,24
0.0346748011874749,0.0346748011874749,29,24
0.03418979381989409,0.03418979381989409,0,23
0.03414605903708964,0.03414605903708964,9,23
0.033160641407680436,0.033160641407680436,9,29
0.0323500706719021,-0.0323500706719021,16,31
0.03117724133416666,-0.03117724133416666,13,31
0.030675463089787636,0.030675463089787636,26,29
0.03055491169550728,-0.03055491169550728,3,31
0.029152150425229284,0.029152150425229284,5,24
0.02899999862387878,0.02899999862387878,8,24
0.0287687040863972,0.0287687040863972,19,30
0.028764122543570414,-0.028764122543570414,26,31
0.02870010385442079,0.02870010385442079,19,26
0.02868959249773162,-0.02868959249773162,27,31
0.028220533952914018,-0.028220533952914018,15,31
0.028152686739712995,0.028152686739712995,7,22
0.028116646005564183,-0.028116646005564183,6,31
0.028047490120803653,-0.028047490120803653,4,31
0.02789561042675287,0.02789561042675287,13,26
0.02751128256957658,0.02751128256957658,28,23
