abs_delta,delta,head,layer
0.04103734245574414,0.04103734245574414,28,24
0.03934588596386129,0.03934588596386129,9,23
0.03797876359081481,0.03797876359081481,9,29
0.037565897314593755,0.037565897314593755,5,24
0.03659324634199218,0.03659324634199218,8,24
0.03566166264392254,0.03566166264392254,0,23
0.03311218797014681,0.03311218797014681,13,26
0.03215422444318486,0.03215422444318486,21,25
0.03208948824652988,0.03208948824652988,25,26
0.032053037033601905,0.032053037033601905,26,25
0.03173836827633686,0.03173836827633686,29,24
0.031317407754184956,0.031317407754184956,26,29
0.031202633454376405,0.031202633454376405,16,24
0.031099078919421375,0.031099078919421375,28,23
0.030250515256557475,0.030250515256557475,14,23
0.030151963036125495,0.030151963036125495,3,24
0.030043401332272734,0.030043401332272734,7,22
0.029753756833730216,0.029753756833730216,31,29
0.029618632885067275,0.029618632885067275,30,23
0.02936281659557341,0.02936281659557341,2,29
0.02920918066107958,-0.02920918066107958,29,31
0.029040259689600834,0.029040259689600834,13,22
0.028838229415223182,0.028838229415223182,8,23
0.02880721374093065,0.02880721374093065,28,30
0.028602528797102345,-0.028602528797102345,10,31
