abs_delta,delta,head,layer
0.037761808030984945,-0.037761808030984945,3,16
0.035429563731850466,-0.035429563731850466,8,9
0.03458097701383056,-0.03458097701383056,9,11
0.03149081257658837,0.03149081257658837,6,21
0.03080156152608793,-0.03080156152608793,2,13
0.030552586698843753,-0.030552586698843753,12,11
0.030150826218253046,-0.030150826218253046,13,13
0.02950384882520829,-0.02950384882520829,8,11
0.026616647345878763,0.026616647345878763,7,5
0.026370312306651766,-0.026370312306651766,10,9
0.02543830893651866,0.02543830893651866,8,16
0.024376673845176278,-0.024376673845176278,3,18
0.022362794912268114,0.022362794912268114,11,6
0.02213383424412163,-0.02213383424412163,13,3
0.021976598731401842,-0.021976598731401842,13,9
0.021877440137922366,-0.021877440137922366,9,14
0.021689253321381385,0.021689253321381385,1,18
0.02147355995665301,0.02147355995665301,1,17
0.021164203945335358,-0.021164203945335358,8,10
0.02021713218361154,-0.02021713218361154,12,9
0.019982460167183302,-0.019982460167183302,12,16
0.01995933545211559,-0.01995933545211559,8,15
0.019451874491514642,-0.019451874491514642,1,11
0.019336791117893104,-0.019336791117893104,0,3
0.019074025300364394,-0.019074025300364394,2,5
